Country,Continent,Region,Location_details,Language,Language_iso3,Culture,Genre,Year,Decade,Url,Audio,Speech,Melspec,Chroma,Melodia
El Salvador,South America,South America,El Salvador,,,,Latin|World,1984.0,1980s,http://www.folkways.si.edu/banda-tepeuani/cancion-para-el-fdr/latin-world/music/track/smithsonian,45410_SampleAudio.wav,Speech/45410_SampleAudio.csv,Melspec/45410_SampleAudio.csv,Chroma/45410_SampleAudio.csv,Melodia/45410_SampleAudio.csv
El Salvador,South America,South America,El Salvador,,,,Latin|World,1984.0,1980s,http://www.folkways.si.edu/banda-tepeuani/el-carrizal/latin-world/music/track/smithsonian,45413_SampleAudio.wav,Speech/45413_SampleAudio.csv,Melspec/45413_SampleAudio.csv,Chroma/45413_SampleAudio.csv,Melodia/45413_SampleAudio.csv
El Salvador,South America,South America,El Salvador,,,,Latin|World,1984.0,1980s,http://www.folkways.si.edu/banda-tepeuani/el-torito-pinto/latin-world/music/track/smithsonian,45415_SampleAudio.wav,Speech/45415_SampleAudio.csv,Melspec/45415_SampleAudio.csv,Chroma/45415_SampleAudio.csv,Melodia/45415_SampleAudio.csv
Armenia,Eurasia,Europe,Armenia|USSR (former),,,,Islamica|World,1985.0,1980s,http://www.folkways.si.edu/robert-takoushian-ensemble/mariam-my-one-and-only-love/islamica-world/music/track/smithsonian,45416_SampleAudio.wav,Speech/45416_SampleAudio.csv,Melspec/45416_SampleAudio.csv,Chroma/45416_SampleAudio.csv,Melodia/45416_SampleAudio.csv
Armenia,Eurasia,Europe,Armenia|USSR (former),,,,Islamica|World,1985.0,1980s,http://www.folkways.si.edu/robert-takoushian-ensemble/chucknagh-yeraz-dream-of-heartache/islamica-world/music/track/smithsonian,45418_SampleAudio.wav,Speech/45418_SampleAudio.csv,Melspec/45418_SampleAudio.csv,Chroma/45418_SampleAudio.csv,Melodia/45418_SampleAudio.csv
Armenia,Eurasia,Europe,Armenia|USSR (former),,,,Islamica|World,1985.0,1980s,http://www.folkways.si.edu/robert-takoushian-ensemble/neyim-aman/islamica-world/music/track/smithsonian,45423_SampleAudio.wav,Speech/45423_SampleAudio.csv,Melspec/45423_SampleAudio.csv,Chroma/45423_SampleAudio.csv,Melodia/45423_SampleAudio.csv
Greece,Eurasia,Europe,Greece,,,,World,1979.0,,http://www.folkways.si.edu/chris-kalogerson-ensemble/diggi-diggi-ya-rababa/world/music/track/smithsonian,45521_SampleAudio.wav,Speech/45521_SampleAudio.csv,Melspec/45521_SampleAudio.csv,Chroma/45521_SampleAudio.csv,Melodia/45521_SampleAudio.csv
Greece,Eurasia,Europe,Greece,,,,World,1979.0,,http://www.folkways.si.edu/chris-kalogerson-ensemble/tsifeteil-el-greco/world/music/track/smithsonian,45522_SampleAudio.wav,Speech/45522_SampleAudio.csv,Melspec/45522_SampleAudio.csv,Chroma/45522_SampleAudio.csv,Melodia/45522_SampleAudio.csv
Greece,Eurasia,Europe,Greece,,,,World,1979.0,,http://www.folkways.si.edu/chris-kalogerson-ensemble/velisaris/world/music/track/smithsonian,45532_SampleAudio.wav,Speech/45532_SampleAudio.csv,Melspec/45532_SampleAudio.csv,Chroma/45532_SampleAudio.csv,Melodia/45532_SampleAudio.csv
Puerto Rico,South America,South America,Puerto Rico,,,,Caribbean|Latin|World,,,http://www.folkways.si.edu/pleneros-ponceno/santa-maria/caribbean-latin-world/music/track/smithsonian,45533_SampleAudio.wav,Speech/45533_SampleAudio.csv,Melspec/45533_SampleAudio.csv,Chroma/45533_SampleAudio.csv,Melodia/45533_SampleAudio.csv
Puerto Rico,South America,South America,Puerto Rico,,,Puerto Rican,Caribbean|Latin|World,,,http://www.folkways.si.edu/ensemble-from-loiza-aldea-pr/bomba/caribbean-latin-world/music/track/smithsonian,45540_SampleAudio.wav,Speech/45540_SampleAudio.csv,Melspec/45540_SampleAudio.csv,Chroma/45540_SampleAudio.csv,Melodia/45540_SampleAudio.csv
Puerto Rico,South America,South America,Puerto Rico,,,Puerto Rican,Caribbean|Latin|World,,,http://www.folkways.si.edu/the-colon-sisters-and-the-paquito-lopez-cruz-ensemble/trigena-hermosa/caribbean-latin-world/music/track/smithsonian,45545_SampleAudio.wav,Speech/45545_SampleAudio.csv,Melspec/45545_SampleAudio.csv,Chroma/45545_SampleAudio.csv,Melodia/45545_SampleAudio.csv
Puerto Rico,South America,South America,Puerto Rico,,,Puerto Rican,Caribbean|Latin|World,,,http://www.folkways.si.edu/trio-armonia-huasteca/vano-empeno/caribbean-latin-world/music/track/smithsonian,45546_SampleAudio.wav,Speech/45546_SampleAudio.csv,Melspec/45546_SampleAudio.csv,Chroma/45546_SampleAudio.csv,Melodia/45546_SampleAudio.csv
Spain,Eurasia,Europe,Spain,,,,World,,,http://www.folkways.si.edu/lutys-de-luz-ensemble/guajira/world/music/track/smithsonian,45549_SampleAudio.wav,Speech/45549_SampleAudio.csv,Melspec/45549_SampleAudio.csv,Chroma/45549_SampleAudio.csv,Melodia/45549_SampleAudio.csv
Spain,Eurasia,Europe,Spain,,,,World,,,http://www.folkways.si.edu/lutys-de-luz-ensemble/sevillanas/world/music/track/smithsonian,45552_SampleAudio.wav,Speech/45552_SampleAudio.csv,Melspec/45552_SampleAudio.csv,Chroma/45552_SampleAudio.csv,Melodia/45552_SampleAudio.csv
France,Eurasia,Europe,France,,,French,World,1963.0,1980s,http://www.folkways.si.edu/andre-claveau-and-mathe-altery/jai-du-bon-tabac-ive-good-tobacco/world/music/track/smithsonian,45589_SampleAudio.wav,Speech/45589_SampleAudio.csv,Melspec/45589_SampleAudio.csv,Chroma/45589_SampleAudio.csv,Melodia/45589_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/arne-dorumsgaard/so-viel-stern-am-himmel-stehen/world/music/track/smithsonian,45593_SampleAudio.wav,Speech/45593_SampleAudio.csv,Melspec/45593_SampleAudio.csv,Chroma/45593_SampleAudio.csv,Melodia/45593_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/arne-dorumsgaard/bald-gras-ich-am-neckar/world/music/track/smithsonian,45594_SampleAudio.wav,Speech/45594_SampleAudio.csv,Melspec/45594_SampleAudio.csv,Chroma/45594_SampleAudio.csv,Melodia/45594_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/arne-dorumsgaard/o-tannenbaum/world/music/track/smithsonian,45595_SampleAudio.wav,Speech/45595_SampleAudio.csv,Melspec/45595_SampleAudio.csv,Chroma/45595_SampleAudio.csv,Melodia/45595_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/arne-dorumsgaard/in-stiller-nacht/world/music/track/smithsonian,45599_SampleAudio.wav,Speech/45599_SampleAudio.csv,Melspec/45599_SampleAudio.csv,Chroma/45599_SampleAudio.csv,Melodia/45599_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/muhle-im-schwarzwald-madle-aus-dem-schwarzen-wald-ich-habmein-herz-in-heidelberg-verloren/world/music/track/smithsonian,45615_SampleAudio.wav,Speech/45615_SampleAudio.csv,Melspec/45615_SampleAudio.csv,Chroma/45615_SampleAudio.csv,Melodia/45615_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/georg-stern-willie-hofmann-und-will-hohne/narhalla-marsch-komm-trink-und-lach-am-rhein/world/music/track/smithsonian,45617_SampleAudio.wav,Speech/45617_SampleAudio.csv,Melspec/45617_SampleAudio.csv,Chroma/45617_SampleAudio.csv,Melodia/45617_SampleAudio.csv
Poland,Eurasia,Europe,Poland,,,,World,,,http://www.folkways.si.edu/bolek-zawadzki/zwykla-mala-piosenka-ordinary-song-2/world/music/track/smithsonian,45634_SampleAudio.wav,Speech/45634_SampleAudio.csv,Melspec/45634_SampleAudio.csv,Chroma/45634_SampleAudio.csv,Melodia/45634_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/gassenhauer-spatausgabe-no-2/world/music/track/smithsonian,45647_SampleAudio.wav,Speech/45647_SampleAudio.csv,Melspec/45647_SampleAudio.csv,Chroma/45647_SampleAudio.csv,Melodia/45647_SampleAudio.csv
Germany,Eurasia,Europe,Germany,,,German,World,,,http://www.folkways.si.edu/kaiser-wilhelms-hitparade-no-4/world/music/track/smithsonian,45651_SampleAudio.wav,Speech/45651_SampleAudio.csv,Melspec/45651_SampleAudio.csv,Chroma/45651_SampleAudio.csv,Melodia/45651_SampleAudio.csv
Mexico,South America,South America,Mexico,,,,Latin|World,,,http://www.folkways.si.edu/maria-luisa-buchino/poco-a-poco-little-by-little/latin-world/music/track/smithsonian,45654_SampleAudio.wav,Speech/45654_SampleAudio.csv,Melspec/45654_SampleAudio.csv,Chroma/45654_SampleAudio.csv,Melodia/45654_SampleAudio.csv
Mexico,South America,South America,Mexico,,,,Latin|World,,,http://www.folkways.si.edu/maria-luisa-buchino/nunca-never/latin-world/music/track/smithsonian,45658_SampleAudio.wav,Speech/45658_SampleAudio.csv,Melspec/45658_SampleAudio.csv,Chroma/45658_SampleAudio.csv,Melodia/45658_SampleAudio.csv
Mexico,South America,South America,Mexico,,,,Latin|World,,,http://www.folkways.si.edu/maria-luisa-buchino/el-gusto/latin-world/music/track/smithsonian,45662_SampleAudio.wav,Speech/45662_SampleAudio.csv,Melspec/45662_SampleAudio.csv,Chroma/45662_SampleAudio.csv,Melodia/45662_SampleAudio.csv
France,Eurasia,Europe,France|Portugal,,,Portuguese,World,1956.0,1950s,http://www.folkways.si.edu/amalia-rodrigues/casa-portuguesa-uma-a-portuguese-house/world/music/track/smithsonian,45667_SampleAudio.wav,Speech/45667_SampleAudio.csv,Melspec/45667_SampleAudio.csv,Chroma/45667_SampleAudio.csv,Melodia/45667_SampleAudio.csv
France,Eurasia,Europe,France|Portugal,,,Portuguese,World,1956.0,1950s,http://www.folkways.si.edu/amalia-rodrigues/barco-negro-black-boat/world/music/track/smithsonian,45673_SampleAudio.wav,Speech/45673_SampleAudio.csv,Melspec/45673_SampleAudio.csv,Chroma/45673_SampleAudio.csv,Melodia/45673_SampleAudio.csv
France,Eurasia,Europe,France|Portugal,,,Portuguese,World,1956.0,1950s,http://www.folkways.si.edu/amalia-rodrigues/sabe-se-la-does-one-ever-know/world/music/track/smithsonian,45675_SampleAudio.wav,Speech/45675_SampleAudio.csv,Melspec/45675_SampleAudio.csv,Chroma/45675_SampleAudio.csv,Melodia/45675_SampleAudio.csv
France,Eurasia,Europe,France|Portugal,,,Portuguese,World,1956.0,1950s,http://www.folkways.si.edu/amalia-rodrigues/tendinha-the-little-bistro/world/music/track/smithsonian,45676_SampleAudio.wav,Speech/45676_SampleAudio.csv,Melspec/45676_SampleAudio.csv,Chroma/45676_SampleAudio.csv,Melodia/45676_SampleAudio.csv
France,Eurasia,Europe,France|Portugal,,,Portuguese,World,1956.0,1950s,http://www.folkways.si.edu/amalia-rodrigues/lisboa-antiga-old-lisbon/world/music/track/smithsonian,45679_SampleAudio.wav,Speech/45679_SampleAudio.csv,Melspec/45679_SampleAudio.csv,Chroma/45679_SampleAudio.csv,Melodia/45679_SampleAudio.csv
Russia,Eurasia,Europe,Russia|USSR (former),,,,World,,,http://www.folkways.si.edu/moiseyev-dance-ensemble/snow-maiden-russian-fairy-tale/world/music/track/smithsonian,45708_SampleAudio.wav,Speech/45708_SampleAudio.csv,Melspec/45708_SampleAudio.csv,Chroma/45708_SampleAudio.csv,Melodia/45708_SampleAudio.csv
Armenia,Eurasia,Europe,Armenia|USSR (former),,,,World,,,http://www.folkways.si.edu/hachig-kazarian-ensemble/sonon-yelov/world/music/track/smithsonian,45715_SampleAudio.wav,Speech/45715_SampleAudio.csv,Melspec/45715_SampleAudio.csv,Chroma/45715_SampleAudio.csv,Melodia/45715_SampleAudio.csv
Armenia,Eurasia,Europe,Armenia|USSR (former),,,,World,,,http://www.folkways.si.edu/hachig-kazarian-ensemble/oud-fantasy/world/music/track/smithsonian,45716_SampleAudio.wav,Speech/45716_SampleAudio.csv,Melspec/45716_SampleAudio.csv,Chroma/45716_SampleAudio.csv,Melodia/45716_SampleAudio.csv
France,Eurasia,Europe,France|Russia,,,,Sacred|World,,,http://www.folkways.si.edu/the-russian-orthodox-cathedral-choir-of-paris/bless-the-lord-o-my-soul/sacred-world/music/track/smithsonian,45733_SampleAudio.wav,Speech/45733_SampleAudio.csv,Melspec/45733_SampleAudio.csv,Chroma/45733_SampleAudio.csv,Melodia/45733_SampleAudio.csv
France,Eurasia,Europe,France|Russia,,,,Sacred|World,,,http://www.folkways.si.edu/the-russian-orthodox-cathedral-choir-of-paris/o-gladsome-light/sacred-world/music/track/smithsonian,45735_SampleAudio.wav,Speech/45735_SampleAudio.csv,Melspec/45735_SampleAudio.csv,Chroma/45735_SampleAudio.csv,Melodia/45735_SampleAudio.csv
France,Eurasia,Europe,France|Russia,,,,Sacred|World,,,http://www.folkways.si.edu/the-russian-orthodox-cathedral-choir-of-paris/sacred-lord-trisagion/sacred-world/music/track/smithsonian,45738_SampleAudio.wav,Speech/45738_SampleAudio.csv,Melspec/45738_SampleAudio.csv,Chroma/45738_SampleAudio.csv,Melodia/45738_SampleAudio.csv
France,Eurasia,Europe,France|Russia,,,,Sacred|World,,,http://www.folkways.si.edu/the-russian-orthodox-cathedral-choir-of-paris/bless-the-lord-o-my-soul-2/sacred-world/music/track/smithsonian,45743_SampleAudio.wav,Speech/45743_SampleAudio.csv,Melspec/45743_SampleAudio.csv,Chroma/45743_SampleAudio.csv,Melodia/45743_SampleAudio.csv
France,Eurasia,Europe,France|Russia,,,,Sacred|World,,,http://www.folkways.si.edu/the-russian-orthodox-cathedral-choir-of-paris/kyrie-eleison/sacred-world/music/track/smithsonian,45746_SampleAudio.wav,Speech/45746_SampleAudio.csv,Melspec/45746_SampleAudio.csv,Chroma/45746_SampleAudio.csv,Melodia/45746_SampleAudio.csv
France,Eurasia,Europe,France|Russia,,,,Sacred|World,,,http://www.folkways.si.edu/the-russian-orthodox-cathedral-choir-of-paris/our-father/sacred-world/music/track/smithsonian,45749_SampleAudio.wav,Speech/45749_SampleAudio.csv,Melspec/45749_SampleAudio.csv,Chroma/45749_SampleAudio.csv,Melodia/45749_SampleAudio.csv
Mexico,South America,South America,Mexico,,,,Latin|World,,,http://www.folkways.si.edu/javier-de-leon/la-cumbamba/latin-world/music/track/smithsonian,45753_SampleAudio.wav,Speech/45753_SampleAudio.csv,Melspec/45753_SampleAudio.csv,Chroma/45753_SampleAudio.csv,Melodia/45753_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/guantanamera/latin-world/music/track/smithsonian,45765_SampleAudio.wav,Speech/45765_SampleAudio.csv,Melspec/45765_SampleAudio.csv,Chroma/45765_SampleAudio.csv,Melodia/45765_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/mi-noches-sin-ti/latin-world/music/track/smithsonian,45766_SampleAudio.wav,Speech/45766_SampleAudio.csv,Melspec/45766_SampleAudio.csv,Chroma/45766_SampleAudio.csv,Melodia/45766_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/cielito-lindo/latin-world/music/track/smithsonian,45769_SampleAudio.wav,Speech/45769_SampleAudio.csv,Melspec/45769_SampleAudio.csv,Chroma/45769_SampleAudio.csv,Melodia/45769_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/la-flor-de-la-canela/latin-world/music/track/smithsonian,45770_SampleAudio.wav,Speech/45770_SampleAudio.csv,Melspec/45770_SampleAudio.csv,Chroma/45770_SampleAudio.csv,Melodia/45770_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/pajaro-chogui/latin-world/music/track/smithsonian,45771_SampleAudio.wav,Speech/45771_SampleAudio.csv,Melspec/45771_SampleAudio.csv,Chroma/45771_SampleAudio.csv,Melodia/45771_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/amapola/latin-world/music/track/smithsonian,45772_SampleAudio.wav,Speech/45772_SampleAudio.csv,Melspec/45772_SampleAudio.csv,Chroma/45772_SampleAudio.csv,Melodia/45772_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/los-gitanos/latin-world/music/track/smithsonian,45773_SampleAudio.wav,Speech/45773_SampleAudio.csv,Melspec/45773_SampleAudio.csv,Chroma/45773_SampleAudio.csv,Melodia/45773_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/paraguay/latin-world/music/track/smithsonian,45775_SampleAudio.wav,Speech/45775_SampleAudio.csv,Melspec/45775_SampleAudio.csv,Chroma/45775_SampleAudio.csv,Melodia/45775_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/galopera/latin-world/music/track/smithsonian,45776_SampleAudio.wav,Speech/45776_SampleAudio.csv,Melspec/45776_SampleAudio.csv,Chroma/45776_SampleAudio.csv,Melodia/45776_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/vaya-con-dios/latin-world/music/track/smithsonian,45779_SampleAudio.wav,Speech/45779_SampleAudio.csv,Melspec/45779_SampleAudio.csv,Chroma/45779_SampleAudio.csv,Melodia/45779_SampleAudio.csv
Paraguay,South America,South America,Paraguay,,,,Latin|World,,,http://www.folkways.si.edu/los-tres-paraguayos/marinerito-de-mi-patria/latin-world/music/track/smithsonian,45782_SampleAudio.wav,Speech/45782_SampleAudio.csv,Melspec/45782_SampleAudio.csv,Chroma/45782_SampleAudio.csv,Melodia/45782_SampleAudio.csv
France,Eurasia,Europe,France,,,,World,,,http://www.folkways.si.edu/yves-montand/rue-lepic/world/music/track/smithsonian,45785_SampleAudio.wav,Speech/45785_SampleAudio.csv,Melspec/45785_SampleAudio.csv,Chroma/45785_SampleAudio.csv,Melodia/45785_SampleAudio.csv
France,Eurasia,Europe,France,,,,World,,,http://www.folkways.si.edu/yves-montand/grand-boulevards/world/music/track/smithsonian,45788_SampleAudio.wav,Speech/45788_SampleAudio.csv,Melspec/45788_SampleAudio.csv,Chroma/45788_SampleAudio.csv,Melodia/45788_SampleAudio.csv
France,Eurasia,Europe,France,,,,World,,,http://www.folkways.si.edu/yves-montand/les-canuts/world/music/track/smithsonian,45796_SampleAudio.wav,Speech/45796_SampleAudio.csv,Melspec/45796_SampleAudio.csv,Chroma/45796_SampleAudio.csv,Melodia/45796_SampleAudio.csv
United Kingdom,Eurasia,Europe,United Kingdom|United States|Scotland,English,eng,African American,African American Music|American Folk|Celtic,,,http://www.folkways.si.edu/paul-robeson/skye-boat-song/african-american-music-american-folk-celtic/track/smithsonian,45823_SampleAudio.wav,Speech/45823_SampleAudio.csv,Melspec/45823_SampleAudio.csv,Chroma/45823_SampleAudio.csv,Melodia/45823_SampleAudio.csv
Russia,Eurasia,Europe,Russia|USSR (former),,,,World,1990.0,1990s,http://www.folkways.si.edu/vladimir-troshin/my-friend/world/music/track/smithsonian,45843_SampleAudio.wav,Speech/45843_SampleAudio.csv,Melspec/45843_SampleAudio.csv,Chroma/45843_SampleAudio.csv,Melodia/45843_SampleAudio.csv
Russia,Eurasia,Europe,Russia|USSR (former),,,,World,1990.0,1990s,http://www.folkways.si.edu/mark-berness/beloved-village/world/music/track/smithsonian,45848_SampleAudio.wav,Speech/45848_SampleAudio.csv,Melspec/45848_SampleAudio.csv,Chroma/45848_SampleAudio.csv,Melodia/45848_SampleAudio.csv
Italy,Eurasia,Europe,Italy,,,,World,,,http://www.folkways.si.edu/dom-cortese-and-company/scalinatello-stairway-to-the-sea/world/music/track/smithsonian,45851_SampleAudio.wav,Speech/45851_SampleAudio.csv,Melspec/45851_SampleAudio.csv,Chroma/45851_SampleAudio.csv,Melodia/45851_SampleAudio.csv
Italy,Eurasia,Europe,Italy,,,,World,,,http://www.folkways.si.edu/dom-cortese-and-company/ciao-ragazzi-ciao-goodbye-boys-goodbye/world/music/track/smithsonian,45855_SampleAudio.wav,Speech/45855_SampleAudio.csv,Melspec/45855_SampleAudio.csv,Chroma/45855_SampleAudio.csv,Melodia/45855_SampleAudio.csv
Russia,Eurasia,Europe,Russia|USSR (former),,,,World,1990.0,1990s,http://www.folkways.si.edu/andreyev-balalaika-ensemble/na-sopkakh-manzhurii-manchurian-waltz/world/music/track/smithsonian,45873_SampleAudio.wav,Speech/45873_SampleAudio.csv,Melspec/45873_SampleAudio.csv,Chroma/45873_SampleAudio.csv,Melodia/45873_SampleAudio.csv
Greece,Eurasia,Europe,Greece,,,,World,1989.0,1980s,http://www.folkways.si.edu/elenis-and-athanasiou/zeimbekiko/world/music/track/smithsonian,45885_SampleAudio.wav,Speech/45885_SampleAudio.csv,Melspec/45885_SampleAudio.csv,Chroma/45885_SampleAudio.csv,Melodia/45885_SampleAudio.csv
Greece,Eurasia,Europe,Greece,,,,World,1989.0,1980s,http://www.folkways.si.edu/elenis-and-athanasiou/koukla/world/music/track/smithsonian,45890_SampleAudio.wav,Speech/45890_SampleAudio.csv,Melspec/45890_SampleAudio.csv,Chroma/45890_SampleAudio.csv,Melodia/45890_SampleAudio.csv
Greece,Eurasia,Europe,Greece,,,,World,1989.0,1980s,http://www.folkways.si.edu/elenis-and-athanasiou/politikos/world/music/track/smithsonian,45894_SampleAudio.wav,Speech/45894_SampleAudio.csv,Melspec/45894_SampleAudio.csv,Chroma/45894_SampleAudio.csv,Melodia/45894_SampleAudio.csv
Israel,Eurasia,Europe,Israel,Hebrew (modern),heb,Jewish,Judaica|World,,,http://www.folkways.si.edu/feenjon-group-and-the-el-avram-group/rachel/judaica-world/music/track/smithsonian,45916_SampleAudio.wav,Speech/45916_SampleAudio.csv,Melspec/45916_SampleAudio.csv,Chroma/45916_SampleAudio.csv,Melodia/45916_SampleAudio.csv
Lebanon,Eurasia,Asia,Lebanon,,,,Islamica|World,1980.0,1970s,http://www.folkways.si.edu/george-abdo/raks-el-kholoud-dance-of-eternity/islamica-world/music/track/smithsonian,45957_SampleAudio.wav,Speech/45957_SampleAudio.csv,Melspec/45957_SampleAudio.csv,Chroma/45957_SampleAudio.csv,Melodia/45957_SampleAudio.csv
Lebanon,Eurasia,Asia,Lebanon,,,,Islamica|World,1980.0,1970s,http://www.folkways.si.edu/george-abdo/raks-zeina-dance-oh-beautiful-one/islamica-world/music/track/smithsonian,45958_SampleAudio.wav,Speech/45958_SampleAudio.csv,Melspec/45958_SampleAudio.csv,Chroma/45958_SampleAudio.csv,Melodia/45958_SampleAudio.csv
Lebanon,Eurasia,Asia,Lebanon,,,,Islamica|World,1980.0,1970s,http://www.folkways.si.edu/george-abdo/allah-ya-lubnan-my-beautiful-lebanon/islamica-world/music/track/smithsonian,45959_SampleAudio.wav,Speech/45959_SampleAudio.csv,Melspec/45959_SampleAudio.csv,Chroma/45959_SampleAudio.csv,Melodia/45959_SampleAudio.csv
Lebanon,Eurasia,Asia,Lebanon,,,,Islamica|World,1980.0,1970s,http://www.folkways.si.edu/george-abdo/sahirrnee-bewitched/islamica-world/music/track/smithsonian,45961_SampleAudio.wav,Speech/45961_SampleAudio.csv,Melspec/45961_SampleAudio.csv,Chroma/45961_SampleAudio.csv,Melodia/45961_SampleAudio.csv
Lebanon,Eurasia,Asia,Lebanon,,,,Islamica|World,1980.0,1970s,http://www.folkways.si.edu/george-abdo/raks-layali-el-charrk-dance-of-oriental-nights/islamica-world/music/track/smithsonian,45965_SampleAudio.wav,Speech/45965_SampleAudio.csv,Melspec/45965_SampleAudio.csv,Chroma/45965_SampleAudio.csv,Melodia/45965_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/zamba-de-lozano/latin-world/music/track/smithsonian,45983_SampleAudio.wav,Speech/45983_SampleAudio.csv,Melspec/45983_SampleAudio.csv,Chroma/45983_SampleAudio.csv,Melodia/45983_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/agonia-de-carnaval/latin-world/music/track/smithsonian,45985_SampleAudio.wav,Speech/45985_SampleAudio.csv,Melspec/45985_SampleAudio.csv,Chroma/45985_SampleAudio.csv,Melodia/45985_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/chango-pastor/latin-world/music/track/smithsonian,45990_SampleAudio.wav,Speech/45990_SampleAudio.csv,Melspec/45990_SampleAudio.csv,Chroma/45990_SampleAudio.csv,Melodia/45990_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/el-cascabel/latin-world/music/track/smithsonian,45993_SampleAudio.wav,Speech/45993_SampleAudio.csv,Melspec/45993_SampleAudio.csv,Chroma/45993_SampleAudio.csv,Melodia/45993_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/queridos-amigos/latin-world/music/track/smithsonian,45997_SampleAudio.wav,Speech/45997_SampleAudio.csv,Melspec/45997_SampleAudio.csv,Chroma/45997_SampleAudio.csv,Melodia/45997_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/la-socoromena/latin-world/music/track/smithsonian,45998_SampleAudio.wav,Speech/45998_SampleAudio.csv,Melspec/45998_SampleAudio.csv,Chroma/45998_SampleAudio.csv,Melodia/45998_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/la-candelaria/latin-world/music/track/smithsonian,45999_SampleAudio.wav,Speech/45999_SampleAudio.csv,Melspec/45999_SampleAudio.csv,Chroma/45999_SampleAudio.csv,Melodia/45999_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/baguala-india/latin-world/music/track/smithsonian,46003_SampleAudio.wav,Speech/46003_SampleAudio.csv,Melspec/46003_SampleAudio.csv,Chroma/46003_SampleAudio.csv,Melodia/46003_SampleAudio.csv
Chile,South America,South America,Chile,,,,Latin|World,,,http://www.folkways.si.edu/illapu/longuita-otavalena/latin-world/music/track/smithsonian,46004_SampleAudio.wav,Speech/46004_SampleAudio.csv,Melspec/46004_SampleAudio.csv,Chroma/46004_SampleAudio.csv,Melodia/46004_SampleAudio.csv
Ukraine,Eurasia,Europe,Ukraine|USSR (former),,,,World,1995.0,1990s,http://www.folkways.si.edu/the-ukrainian-bandura-players/sontze-nizenko-the-setting-sun/world/music/track/smithsonian,46006_SampleAudio.wav,Speech/46006_SampleAudio.csv,Melspec/46006_SampleAudio.csv,Chroma/46006_SampleAudio.csv,Melodia/46006_SampleAudio.csv
Ukraine,Eurasia,Europe,Ukraine|USSR (former),,,,World,1995.0,1990s,http://www.folkways.si.edu/the-ukrainian-bandura-players/zasvistali-kozachenki-the-cossacks-are-whistling/world/music/track/smithsonian,46008_SampleAudio.wav,Speech/46008_SampleAudio.csv,Melspec/46008_SampleAudio.csv,Chroma/46008_SampleAudio.csv,Melodia/46008_SampleAudio.csv
